title,authors,average_rating,language_code,publisher,tags
Libra,DonDeLillo,3.99,eng,Penguin,"libra,dondelillo,penguin"
Americana,DonDeLillo,3.43,eng,PenguinBooks,"americana,dondelillo,penguinbooks"
Running Dog,DonDeLillo,3.43,eng,VintageContemporaries,"running dog,dondelillo,vintagecontemporaries"
Cosmopolis,DonDeLillo,3.22,eng,Scribner,"cosmopolis,dondelillo,scribner"
Great Jones Street,DonDeLillo,3.48,eng,PenguinBooks,"great jones street,dondelillo,penguinbooks"
The Names,DonDeLillo,3.64,eng,Vintage,"the names,dondelillo,vintage"
Against the Day,ThomasPynchon,4.13,eng,PenguinPress,"against the day,thomaspynchon,penguinpress"
V ,ThomasPynchon,3.96,eng,HarperPerennialModernClassics,"v ,thomaspynchon,harperperennialmodernclassics"
The Crying of Lot 49,ThomasPynchon,3.69,eng,HarperPerennial,"the crying of lot 49,thomaspynchon,harperperennial"
Gravity s Rainbow,ThomasPynchon,4.01,eng,PenguinBooks,"gravity s rainbow,thomaspynchon,penguinbooks"
Mason  Dixon,ThomasPynchon/ChristopheClaro/BriceMatthieussent,4.07,eng,PicadorUSA,"mason  dixon,thomaspynchon/christopheclaro/bricematthieussent,picadorusa"
Vineland,ThomasPynchon,3.69,en-US,PenguinClassics,"vineland,thomaspynchon,penguinclassics"
Slow Learner Early Stories,ThomasPynchon,3.5,eng,BackBayBooks,"slow learner early stories,thomaspynchon,backbaybooks"
Been Down So Long It Looks Like Up To Me,RichardFariña/ThomasPynchon,3.8,eng,PenguinClassics,"been down so long it looks like up to me,richardfariña/thomaspynchon,penguinclassics"
The Year of Magical Thinking,JoanDidion,3.89,en-US,KnopfPublishingGroup,"the year of magical thinking,joandidion,knopfpublishinggroup"
The White Album,JoanDidion,4.17,eng,FarrarStrausGiroux,"the white album,joandidion,farrarstrausgiroux"
A Book of Common Prayer,JoanDidion,3.8,eng,VintageInternational,"a book of common prayer,joandidion,vintageinternational"
Where I Was From,JoanDidion,3.86,eng,Vintage,"where i was from,joandidion,vintage"
Slouching Towards Bethlehem,JoanDidion,4.21,eng,FarrarStrausGiroux,"slouching towards bethlehem,joandidion,farrarstrausgiroux"
Democracy,JoanDidion,3.81,en-US,VintageInternational,"democracy,joandidion,vintageinternational"
We Tell Ourselves Stories in Order to Live Collected Nonfiction,JoanDidion/JohnLeonard,4.5,eng,Everyman'sLibrary,"we tell ourselves stories in order to live collected nonfiction,joandidion/johnleonard,everyman'slibrary"
Play It As It Lays,JoanDidion/DavidThomson,3.87,eng,FarrarStrausandGiroux,"play it as it lays,joandidion/davidthomson,farrarstrausandgiroux"
The New York Trilogy,PaulAuster/ArtSpiegelman/LucSante,3.89,eng,PenguinClassics,"the new york trilogy,paulauster/artspiegelman/lucsante,penguinclassics"
City of Glass The New York Trilogy  1 ,PaulAuster,3.79,eng,PenguinBooks,"city of glass the new york trilogy  1 ,paulauster,penguinbooks"
Ghosts The New York Trilogy  2 ,PaulAuster,3.64,eng,PenguinBooks,"ghosts the new york trilogy  2 ,paulauster,penguinbooks"
The Locked Room The New York Trilogy  3 ,PaulAuster,3.89,eng,SunandMoonPress,"the locked room the new york trilogy  3 ,paulauster,sunandmoonpress"
Pyramids of Montauk Explorations in Consciousness,PeterMoon/PrestonB.Nichols/NinaHelms,3.89,eng,SkyBooks(NY),"pyramids of montauk explorations in consciousness,petermoon/prestonb.nichols/ninahelms,skybooks(ny)"
The Brooklyn Follies,PaulAuster,3.84,eng,Picador,"the brooklyn follies,paulauster,picador"
Moon Palace,PaulAuster,3.94,eng,PenguinBooks,"moon palace,paulauster,penguinbooks"
The Music of Chance,PaulAuster,3.9,en-US,PenguinBooks,"the music of chance,paulauster,penguinbooks"
Travels in the Scriptorium,PaulAuster,3.23,eng,HenryHolt&Company,"travels in the scriptorium,paulauster,henryholt&company"
Leviathan,PaulAuster,3.96,eng,PenguinBooks,"leviathan,paulauster,penguinbooks"
The Red Notebook True Stories,PaulAuster,3.77,eng,NewDirections,"the red notebook true stories,paulauster,newdirections"
Timbuktu  Leviathan  Moon Palace,PaulAuster,4.38,fre,ActesSud,"timbuktu  leviathan  moon palace,paulauster,actessud"
Collapse How Societies Choose to Fail or Succeed,JaredDiamond,3.93,eng,PenguinBooksLtd.(London),"collapse how societies choose to fail or succeed,jareddiamond,penguinbooksltd.(london)"
The Coming Economic Collapse How You Can Thrive When Oil Costs 200 a Barrel,StephenLeeb/GlenC.Strathy,3.4,en-US,BusinessPlus,"the coming economic collapse how you can thrive when oil costs 200 a barrel,stephenleeb/glenc.strathy,businessplus"
Collapse of Complex Societies,JosephA.Tainter,4.15,eng,CambridgeUniversityPress,"collapse of complex societies,josepha.tainter,cambridgeuniversitypress"
Bowling Alone The Collapse and Revival of American Community,RobertD.Putnam,3.8,eng,SimonSchuster,"bowling alone the collapse and revival of american community,robertd.putnam,simonschuster"
The Collapse of the Common Good How America s Lawsuit Culture Undermines Our Freedom,PhilipK.Howard,3.91,eng,BallantineBooks,"the collapse of the common good how america s lawsuit culture undermines our freedom,philipk.howard,ballantinebooks"
Reinventing the Enemy s Language Contemporary Native Women s Writings of North America,JoyHarjo/GloriaBird/BethCuthand/ValerieMartinez/PatriciaBlanco,4.39,eng,W.W.NortonCompany,"reinventing the enemy s language contemporary native women s writings of north america,joyharjo/gloriabird/bethcuthand/valeriemartinez/patriciablanco,w.w.nortoncompany"
My Inventions,NikolaTesla,4.01,eng,FiliquarianPublishingLLC.,"my inventions,nikolatesla,filiquarianpublishingllc."
Wizard The Life and Times of Nikola Tesla Biography of a Genius,MarcJ.Seifer/WilliamH.Terbo,3.78,eng,Citadel,"wizard the life and times of nikola tesla biography of a genius,marcj.seifer/williamh.terbo,citadel"
Nikola Tesla A Spark of Genius,CarolDommermuth-Costa,3.93,eng,LernerPublications,"nikola tesla a spark of genius,caroldommermuth-costa,lernerpublications"
Tesla Papers,NikolaTesla/DavidHatcherChildress,4.13,eng,AdventuresUnlimitedPress,"tesla papers,nikolatesla/davidhatcherchildress,adventuresunlimitedpress"
Boys of Summer,JulieElizabethLeto/LeslieKelly/KimberlyRaye,3.77,eng,HarlequinBlaze,"boys of summer,julieelizabethleto/lesliekelly/kimberlyraye,harlequinblaze"
Programming Ruby The Pragmatic Programmers Guide,DaveThomas/ChadFowler/AndyHunt,4.03,en-US,PragmaticBookshelf,"programming ruby the pragmatic programmers guide,davethomas/chadfowler/andyhunt,pragmaticbookshelf"
Golding s Lord of the Flies Cliffs Notes ,MaureenKelly/CliffsNotes/WilliamGolding,3.95,eng,CliffsNotes,"golding s lord of the flies cliffs notes ,maureenkelly/cliffsnotes/williamgolding,cliffsnotes"
Lord of the Flies,WilliamGolding,3.68,eng,ListeningLibrary(Audio),"lord of the flies,williamgolding,listeninglibrary(audio)"
A War Like No Other How the Athenians  Spartans Fought the Peloponnesian War,VictorDavisHanson,4.11,eng,RandomHouse,"a war like no other how the athenians  spartans fought the peloponnesian war,victordavishanson,randomhouse"
We Were Not Like Other People,EphraimSevela/AntoninaW.Bouis,4.14,eng,HarperCollinsPublishers,"we were not like other people,ephraimsevela/antoninaw.bouis,harpercollinspublishers"
The Lovely Bones,AliceSebold,3.81,en-GB,Picador,"the lovely bones,alicesebold,picador"
The Lovely Bones,AliceSebold,3.81,en-US,LargePrintPress,"the lovely bones,alicesebold,largeprintpress"
Lovely in Her Bones Elizabeth MacPherson  2 ,SharynMcCrumb,3.8,eng,BallantineBooks,"lovely in her bones elizabeth macpherson  2 ,sharynmccrumb,ballantinebooks"
The Zen of CSS Design Visual Enlightenment for the Web,DaveShea/MollyE.Holzschlag,3.98,en-US,PeachpitPress,"the zen of css design visual enlightenment for the web,daveshea/mollye.holzschlag,peachpitpress"
HTML XHTML and CSS Visual Quickstart Guide ,ElizabethCastro,3.8,en-US,PeachpitPress,"html xhtml and css visual quickstart guide ,elizabethcastro,peachpitpress"
1000 Record Covers,MichaelOchs/PatrickJavault/UlrikeWasel,3.85,mul,Taschen,"1000 record covers,michaelochs/patrickjavault/ulrikewasel,taschen"
Killing Yourself to Live 85 of a True Story,ChuckKlosterman,3.81,eng,Scribner,"killing yourself to live 85 of a true story,chuckklosterman,scribner"
Sex Drugs and Cocoa Puffs A Low Culture Manifesto,ChuckKlosterman,3.73,eng,Scribner,"sex drugs and cocoa puffs a low culture manifesto,chuckklosterman,scribner"
Vice V  8 ,JaneFeather,3.51,eng,Bantam,"vice v  8 ,janefeather,bantam"
Zen and the Art of Motorcycle Maintenance An Inquiry Into Values Phaedrus  1 ,RobertM.Pirsig,3.77,eng,HarperTorch,"zen and the art of motorcycle maintenance an inquiry into values phaedrus  1 ,robertm.pirsig,harpertorch"
Once Upon a Cool Motorcycle Dude,KevinO'Malley/CarolHeyer/ScottGoto,4.08,eng,Walker&Company,"once upon a cool motorcycle dude,kevino'malley/carolheyer/scottgoto,walker&company"
Guidebook to Zen and the Art of Motorcycle Maintenance,RonaldL.DiSanto/ThomasJ.Steele,3.72,en-GB,WilliamMorrowPaperbacks,"guidebook to zen and the art of motorcycle maintenance,ronaldl.disanto/thomasj.steele,williammorrowpaperbacks"
Motorcycle Basics Techbook,JohnHaroldHaynes,3.85,eng,HaynesManualsN.AmericaInc.,"motorcycle basics techbook,johnharoldhaynes,haynesmanualsn.americainc."
LOGO Lounge 2 000 International Identities by Leading Designers,CatharineM.Fishel/BillGardner,3.93,eng,RockportPublishers,"logo lounge 2 000 international identities by leading designers,catharinem.fishel/billgardner,rockportpublishers"
The Death of Ivan Ilych And Other Stories,LeoTolstoy/HughMcLean,4.11,eng,SignetClassics,"the death of ivan ilych and other stories,leotolstoy/hughmclean,signetclassics"
War and Peace,LeoTolstoy/HenryGifford/AylmerMaude/LouiseMaude,4.11,eng,OxfordUniversityPress,"war and peace,leotolstoy/henrygifford/aylmermaude/louisemaude,oxforduniversitypress"
The Kingdom of God Is Within You,LeoTolstoy/ConstanceGarnett,4.13,eng,DoverPublications,"the kingdom of god is within you,leotolstoy/constancegarnett,doverpublications"
Atlas Shrugged,AynRand/LeonardPeikoff,3.69,eng,Plume,"atlas shrugged,aynrand/leonardpeikoff,plume"
For the New Intellectual The Philosophy of Ayn Rand,AynRand,3.68,eng,SignetBook,"for the new intellectual the philosophy of ayn rand,aynrand,signetbook"
The Fountainhead,AynRand,3.87,en-US,Dutton,"the fountainhead,aynrand,dutton"
The Virtue of Selfishness A New Concept of Egoism,AynRand/NathanielBranden,3.51,eng,Signet,"the virtue of selfishness a new concept of egoism,aynrand/nathanielbranden,signet"
Anthem,AynRand,3.63,eng,NAL,"anthem,aynrand,nal"
We the Living,AynRand/LeonardPeikoff,3.91,eng,Signet,"we the living,aynrand/leonardpeikoff,signet"
Capitalism The Unknown Ideal,AynRand/NathanielBranden/AlanGreenspan/RobertHessen,3.88,eng,Signet,"capitalism the unknown ideal,aynrand/nathanielbranden/alangreenspan/roberthessen,signet"
Letters of Ayn Rand,AynRand/MichaelS.Berliner/LeonardPeikoff,3.96,eng,NAL,"letters of ayn rand,aynrand/michaels.berliner/leonardpeikoff,nal"
Sailing for Dummies,J.J.Isler/PeterIsler,3.95,eng,ForDummies,"sailing for dummies,j.j.isler/peterisler,fordummies"
Sailing from Byzantium How a Lost Empire Shaped the World,ColinWells,3.88,eng,DelacortePress,"sailing from byzantium how a lost empire shaped the world,colinwells,delacortepress"
Sailing Alone Around the Room New and Selected Poems,BillyCollins,4.23,eng,RandomHouseTradePaperbacks,"sailing alone around the room new and selected poems,billycollins,randomhousetradepaperbacks"
The Greatest Sailing Stories Ever Told Twenty Seven Unforgettable Stories,ChristopherCaswell,3.62,eng,LyonsPress,"the greatest sailing stories ever told twenty seven unforgettable stories,christophercaswell,lyonspress"
Natural Cures They Don t Want You to Know about,KevinTrudeau,3.09,en-US,AlliancePublishing,"natural cures they don t want you to know about,kevintrudeau,alliancepublishing"
The Natural,BernardMalamud/KevinBaker,3.63,eng,FarrarStrausGiroux,"the natural,bernardmalamud/kevinbaker,farrarstrausgiroux"
Digging to America,AnneTyler,3.55,eng,AlfredA.Knopf,"digging to america,annetyler,alfreda.knopf"
Rereading America Cultural Contexts for Critical Thinking and Writing,GaryColombo/BonnieLisle,3.77,eng,BedfordBooks,"rereading america cultural contexts for critical thinking and writing,garycolombo/bonnielisle,bedfordbooks"
Modern Latin America,ThomasE.Skidmore/PeterH.Smith,3.59,en-US,OxfordUniversityPressUSA,"modern latin america,thomase.skidmore/peterh.smith,oxforduniversitypressusa"
The Plot Against America,PhilipRoth,3.77,eng,VintageInternational,"the plot against america,philiproth,vintageinternational"
Naked Pictures of Famous People,JonStewart,3.59,en-GB,DeyStreetBooks,"naked pictures of famous people,jonstewart,deystreetbooks"
Collected Stories,GabrielGarcíaMárquez/GregoryRabassa/J.S.Bernstein,4.19,eng,HarperPerennialModernClassics,"collected stories,gabrielgarcíamárquez/gregoryrabassa/j.s.bernstein,harperperennialmodernclassics"
Crónica de una muerte anunciada,GabrielGarcíaMárquez,3.97,spa,VintageEspanol,"crónica de una muerte anunciada,gabrielgarcíamárquez,vintageespanol"
Cien años de soledad,GabrielGarcíaMárquez,4.07,spa,PlazayJanes,"cien años de soledad,gabrielgarcíamárquez,plazayjanes"
Del amor y otros demonios,GabrielGarcíaMárquez,3.98,spa,PlazayJanes,"del amor y otros demonios,gabrielgarcíamárquez,plazayjanes"
Living to Tell the Tale,GabrielGarcíaMárquez/EdithGrossman,3.99,eng,Vintage,"living to tell the tale,gabrielgarcíamárquez/edithgrossman,vintage"
Memoria de mis putas tristes,GabrielGarcíaMárquez,3.6,spa,VintageEspanol,"memoria de mis putas tristes,gabrielgarcíamárquez,vintageespanol"
The Elegant Universe Superstrings Hidden Dimensions and the Quest for the Ultimate Theory,BrianGreene,4.07,eng,VintageBooksUSA,"the elegant universe superstrings hidden dimensions and the quest for the ultimate theory,briangreene,vintagebooksusa"
Pure and Simple The Extraordinary Teachings of a Thai Buddhist Laywoman,UpasikaKeeNanayon/ThanissaroBhikkhu,4.29,eng,WisdomPublications,"pure and simple the extraordinary teachings of a thai buddhist laywoman,upasikakeenanayon/thanissarobhikkhu,wisdompublications"
The Mini Rough Guide to London,RobHumphreys/BethChaplin/RebeccaMorrill,3.75,eng,RoughGuides,"the mini rough guide to london,robhumphreys/bethchaplin/rebeccamorrill,roughguides"
Best of London Lonely Planet Best Of ,LonelyPlanet/SarahJohnstone/SteveFallon,3.83,eng,LonelyPlanet,"best of london lonely planet best of ,lonelyplanet/sarahjohnstone/stevefallon,lonelyplanet"
Lonely Planet Londres,LonelyPlanet/SarahJohnstone/TomMasters,4.03,spa,Geoplaneta,"lonely planet londres,lonelyplanet/sarahjohnstone/tommasters,geoplaneta"
Out to Eat London 2002 Lonely Planet Out to Eat ,LonelyPlanet/MarkHonan,0.0,eng,LonelyPlanet,"out to eat london 2002 lonely planet out to eat ,lonelyplanet/markhonan,lonelyplanet"
Three Nights in August Strategy Heartbreak and Joy Inside the Mind of a Manager,H.G.Bissinger,3.88,eng,MarinerBooks,"three nights in august strategy heartbreak and joy inside the mind of a manager,h.g.bissinger,marinerbooks"
Cryptonomicon,NealStephenson,4.25,eng,Avon,"cryptonomicon,nealstephenson,avon"
Le Réseau Kinakuta Cryptonomicon  2 ,NealStephenson,4.1,fre,Payot,"le réseau kinakuta cryptonomicon  2 ,nealstephenson,payot"
The Confusion The Baroque Cycle  2 ,NealStephenson,4.26,en-US,WilliamMorrowPaperbacks,"the confusion the baroque cycle  2 ,nealstephenson,williammorrowpaperbacks"
Quicksilver The Baroque Cycle  1 ,NealStephenson,3.93,eng,HarperCollinsPerennial,"quicksilver the baroque cycle  1 ,nealstephenson,harpercollinsperennial"
The Cobweb,NealStephenson/J.FrederickGeorge,3.61,eng,SpectraBooks,"the cobweb,nealstephenson/j.frederickgeorge,spectrabooks"
The Big U,NealStephenson,3.25,en-US,WilliamMorrowPaperbacks,"the big u,nealstephenson,williammorrowpaperbacks"
The Diamond Age Or A Young Lady s Illustrated Primer,NealStephenson/PedroJorgeRomero,4.19,eng,Spectra,"the diamond age or a young lady s illustrated primer,nealstephenson/pedrojorgeromero,spectra"
Interface,NealStephenson/GeorgeF.Jewsbury/StephenBury,3.68,eng,Spectra,"interface,nealstephenson/georgef.jewsbury/stephenbury,spectra"
Odalisque The Baroque Cycle Vol 1 Book 3 ,NealStephenson,4.2,en-US,HarperTorch,"odalisque the baroque cycle vol 1 book 3 ,nealstephenson,harpertorch"
Snow Crash,NealStephenson/GuyAbadia,4.03,eng,BantamBooks,"snow crash,nealstephenson/guyabadia,bantambooks"
Harrington on Hold em Expert Strategy for No Limit Tournaments Volume II The Endgame,DanHarrington/BillRobertie,4.16,eng,TwoPlusTwoPublishingLLC,"harrington on hold em expert strategy for no limit tournaments volume ii the endgame,danharrington/billrobertie,twoplustwopublishingllc"
Harrington on Hold em Expert Strategy for No Limit Tournaments Volume I Strategic Play,DanHarrington/BillRobertie,4.24,eng,TwoPlusTwoPublishingLLC,"harrington on hold em expert strategy for no limit tournaments volume i strategic play,danharrington/billrobertie,twoplustwopublishingllc"
The Design of Everyday Things,DonaldA.Norman,4.17,eng,BasicBooks,"the design of everyday things,donalda.norman,basicbooks"
Emotional Design Why We Love or Hate Everyday Things,DonaldA.Norman,3.95,eng,BasicBooks,"emotional design why we love or hate everyday things,donalda.norman,basicbooks"
The Psychology of Everyday Things,DonaldA.Norman,4.17,eng,BasicBooks,"the psychology of everyday things,donalda.norman,basicbooks"
No Price Too High A Pentecostal Preacher Becomes Catholic  The Inspirational Story of Alex Jones as Told to Diane Hanson,AlexC.Jones/DianeM.Hanson/StephenK.Ray,4.27,en-GB,IgnatiusPress,"no price too high a pentecostal preacher becomes catholic  the inspirational story of alex jones as told to diane hanson,alexc.jones/dianem.hanson/stephenk.ray,ignatiuspress"
The Alchemist,PauloCoelho/AlanR.Clarke/JamesNoelSmith,3.86,eng,HarperOne,"the alchemist,paulocoelho/alanr.clarke/jamesnoelsmith,harperone"
